Transaction Amount,Transaction Country,Transaction Currency,Transaction Time,Transaction Day,Card Issuer,Card Type,Online Purchase,First Purchase,Customer Age,Account Age,Fraudulent
5697,Other,CAD,0,Weekday,Amex,Credit,0,1,42,6,1
3347,CA,USD,14,Weekend,Visa,Credit,1,0,24,2,0
549,UK,AUD,14,Weekday,Amex,Credit,0,0,32,7,0
3501,Other,AUD,14,Weekend,Visa,Debit,1,0,26,8,0
7102,UK,AUD,1,Weekday,Discover,Debit,1,1,34,2,1
2302,US,CAD,12,Weekday,Discover,Credit,0,0,38,5,0
9742,Other,CAD,0,Weekend,Amex,Credit,1,1,51,3,1
9221,CA,AUD,0,Weekend,Visa,Credit,1,1,24,8,1
2296,UK,AUD,8,Weekend,Discover,Debit,0,0,70,8,0
8422,Other,AUD,23,Weekend,Discover,Credit,1,1,35,8,1
6746,Other,USD,23,Weekday,Amex,Credit,0,1,47,9,1
3790,AU,AUD,14,Weekday,MasterCard,Debit,0,0,29,10,0
2361,US,GBP,13,Weekday,Amex,Credit,1,0,56,5,0
7862,Other,USD,1,Weekend,Discover,Credit,0,1,35,0,1
2114,CA,CAD,15,Weekday,Visa,Credit,1,0,35,1,0
5781,UK,AUD,23,Weekend,Discover,Debit,1,1,60,12,1
6103,UK,CAD,1,Weekend,Amex,Credit,1,1,38,8,1
8163,AU,CAD,23,Weekend,MasterCard,Credit,1,1,18,9,1
5861,UK,USD,23,Weekday,Visa,Debit,1,1,23,12,1
6014,CA,AUD,0,Weekend,Visa,Credit,1,1,62,1,1
1052,Other,USD,15,Weekend,Visa,Credit,1,0,56,5,0
741,Other,GBP,10,Weekend,Amex,Credit,1,0,68,4,0
5463,US,CAD,23,Weekend,Amex,Debit,1,1,23,6,1
9839,UK,AUD,1,Weekend,Visa,Credit,1,1,38,0,1
7736,US,USD,1,Weekend,Amex,Credit,1,1,61,3,1
7970,Other,USD,1,Weekday,Amex,Credit,1,1,40,10,1
2074,US,AUD,8,Weekend,Amex,Debit,1,0,22,0,0
1795,UK,USD,11,Weekend,Visa,Debit,1,0,22,11,0
7221,UK,AUD,1,Weekend,Discover,Credit,1,1,28,9,1
3161,CA,USD,8,Weekday,Visa,Credit,1,0,67,8,0
4721,CA,CAD,17,Weekend,Amex,Debit,1,0,56,5,0
9156,Other,CAD,1,Weekend,MasterCard,Credit,1,1,57,1,1
9899,CA,GBP,23,Weekend,Discover,Credit,1,1,23,2,1
9388,CA,CAD,0,Weekend,Amex,Debit,1,1,68,11,1
3387,UK,GBP,8,Weekday,MasterCard,Credit,1,0,24,12,0
7943,US,AUD,1,Weekday,Discover,Credit,1,1,20,6,1
3596,US,GBP,8,Weekday,Discover,Credit,0,0,67,5,0
8254,Other,GBP,1,Weekday,Discover,Credit,1,1,20,2,1
1133,CA,AUD,15,Weekend,Amex,Debit,1,0,20,5,0
7247,CA,CAD,23,Weekend,Discover,Credit,1,1,47,4,1
4904,AU,USD,11,Weekend,Amex,Credit,0,0,66,5,0
8959,UK,CAD,23,Weekend,Amex,Credit,1,1,21,12,1
3328,Other,AUD,8,Weekday,Amex,Debit,1,0,38,0,0
1669,Other,AUD,10,Weekend,MasterCard,Debit,0,0,63,4,0
374,AU,USD,19,Weekend,Visa,Credit,1,0,25,10,0
6367,US,USD,1,Weekend,Discover,Debit,1,1,40,6,1
5478,Other,USD,23,Weekday,Amex,Credit,1,1,40,10,1
363,US,CAD,18,Weekend,Visa,Credit,0,0,64,4,0
9974,AU,CAD,23,Weekday,Visa,Credit,1,1,60,6,1
5813,US,AUD,23,Weekend,Amex,Debit,1,1,67,6,1
1286,UK,AUD,13,Weekday,Discover,Debit,0,0,55,4,0
4562,AU,AUD,16,Weekday,Discover,Debit,1,0,62,11,0
6399,Other,GBP,0,Weekend,Visa,Debit,1,1,63,1,1
7617,UK,USD,23,Weekend,Visa,Credit,1,1,50,12,1
7675,AU,GBP,1,Weekday,Visa,Credit,1,1,42,8,1
5749,AU,CAD,0,Weekday,MasterCard,Debit,1,1,27,11,1
842,UK,AUD,15,Weekday,Discover,Credit,1,0,31,6,0
271,AU,CAD,14,Weekday,MasterCard,Debit,1,0,36,4,0
4174,UK,AUD,11,Weekday,MasterCard,Credit,0,0,60,5,0
3692,AU,CAD,16,Weekend,MasterCard,Credit,1,0,62,2,0
2665,CA,AUD,14,Weekday,Visa,Credit,1,0,49,6,0
1308,US,GBP,12,Weekend,Amex,Credit,1,0,34,6,0
8756,AU,USD,23,Weekday,Discover,Credit,1,1,28,1,1
8300,US,CAD,0,Weekend,Amex,Debit,1,1,23,9,1
6351,UK,AUD,1,Weekend,Amex,Debit,1,1,50,4,1
3373,Other,AUD,13,Weekday,Discover,Debit,1,0,24,7,0
1694,AU,USD,19,Weekday,Discover,Credit,0,0,34,3,0
3307,UK,AUD,12,Weekday,Amex,Debit,1,0,18,7,0
7206,CA,AUD,0,Weekday,Amex,Credit,1,1,35,10,1
2563,AU,CAD,17,Weekend,Visa,Debit,1,0,66,5,0
8730,Other,AUD,23,Weekday,Discover,Debit,1,1,32,12,1
6654,US,AUD,23,Weekday,Amex,Debit,1,1,46,7,1
941,UK,CAD,8,Weekend,MasterCard,Debit,1,0,36,3,0
5559,US,CAD,1,Weekday,Discover,Debit,1,1,41,6,1
9303,Other,USD,1,Weekday,Visa,Credit,1,1,63,6,1
3077,CA,CAD,14,Weekend,MasterCard,Credit,0,0,42,3,0
3612,US,AUD,19,Weekday,Discover,Debit,0,0,28,12,0
3556,UK,GBP,9,Weekend,Visa,Debit,1,0,43,10,0
5725,Other,GBP,23,Weekend,Discover,Debit,0,1,20,11,1
8229,CA,GBP,23,Weekend,Amex,Credit,1,1,33,3,1
1535,US,AUD,9,Weekend,Amex,Credit,1,0,56,0,0
1897,CA,CAD,8,Weekday,MasterCard,Credit,0,0,59,4,0
8156,CA,CAD,23,Weekend,Amex,Debit,1,1,26,8,1
2896,Other,GBP,8,Weekday,Discover,Debit,1,0,57,3,0
5758,Other,AUD,0,Weekend,Visa,Debit,1,1,46,7,1
9970,Other,CAD,23,Weekday,Amex,Credit,1,1,49,3,1
2741,CA,USD,16,Weekday,Discover,Credit,0,0,50,11,0
6535,UK,AUD,1,Weekend,Discover,Credit,1,1,54,4,1
1624,Other,USD,15,Weekend,Discover,Credit,0,0,51,5,0
4982,CA,GBP,8,Weekend,Amex,Credit,0,0,70,5,0
3082,CA,CAD,18,Weekend,Visa,Debit,0,0,59,8,0
8814,UK,GBP,1,Weekend,Amex,Credit,1,1,25,9,1
5780,AU,AUD,0,Weekend,Amex,Debit,1,1,66,2,1
9195,UK,GBP,0,Weekday,Amex,Debit,1,1,57,7,1
6864,US,USD,23,Weekend,Discover,Credit,1,1,23,2,1
1382,UK,AUD,9,Weekday,Discover,Debit,0,0,54,2,0
2316,US,CAD,16,Weekend,MasterCard,Credit,1,0,59,0,0
9466,Other,CAD,1,Weekend,MasterCard,Debit,0,1,50,12,1
5244,Other,AUD,23,Weekday,Discover,Debit,1,1,45,9,1
9464,CA,AUD,0,Weekday,Discover,Credit,1,1,28,3,1
2794,Other,AUD,8,Weekend,MasterCard,Credit,1,0,23,8,0
2581,AU,AUD,8,Weekday,MasterCard,Debit,1,0,49,10,0
5659,UK,CAD,0,Weekend,MasterCard,Debit,1,1,70,9,1
6402,UK,AUD,1,Weekday,Amex,Credit,1,1,28,6,1
6911,AU,CAD,1,Weekend,MasterCard,Credit,1,1,49,3,1
9705,AU,AUD,23,Weekday,Amex,Debit,1,1,52,6,1
737,AU,GBP,10,Weekday,Amex,Debit,1,0,68,12,0
476,CA,CAD,14,Weekend,MasterCard,Debit,1,0,30,10,0
2956,UK,AUD,9,Weekday,Amex,Credit,1,0,22,5,0
5905,US,CAD,23,Weekday,Amex,Debit,1,1,31,7,1
1117,AU,CAD,13,Weekend,Discover,Debit,1,0,59,4,0
9670,US,AUD,0,Weekday,Amex,Credit,1,1,68,0,1
4729,CA,CAD,10,Weekend,Amex,Debit,1,0,63,8,0
9724,Other,AUD,1,Weekend,Visa,Debit,0,1,43,6,1
9299,Other,AUD,1,Weekend,Visa,Debit,1,1,46,7,1
7375,AU,GBP,23,Weekend,Visa,Credit,1,1,52,9,1
1651,AU,AUD,19,Weekday,Amex,Debit,0,0,64,5,0
4781,US,AUD,14,Weekday,Amex,Debit,0,0,32,12,0
5918,US,USD,23,Weekend,Discover,Credit,1,1,55,0,1
9470,CA,USD,0,Weekday,Amex,Debit,1,1,57,1,1
5963,AU,USD,0,Weekday,Amex,Credit,1,1,63,7,1
2219,US,GBP,10,Weekend,Discover,Credit,1,0,47,10,0
8019,US,GBP,1,Weekday,MasterCard,Credit,1,1,39,8,1
2540,CA,GBP,9,Weekend,MasterCard,Credit,1,0,68,10,0
1353,CA,USD,13,Weekend,Discover,Debit,1,0,66,7,0
7938,AU,USD,0,Weekend,Discover,Credit,1,1,35,5,1
8416,Other,CAD,1,Weekend,Discover,Debit,1,1,18,12,1
9001,Other,GBP,1,Weekday,Amex,Credit,0,1,60,4,1
944,UK,AUD,14,Weekday,Discover,Debit,1,0,38,8,0
3870,Other,CAD,8,Weekend,Discover,Debit,1,0,39,1,0
2999,US,AUD,16,Weekend,Discover,Debit,0,0,61,5,0
6199,CA,USD,23,Weekend,Amex,Credit,1,1,67,0,1
7107,UK,GBP,0,Weekend,Discover,Debit,1,1,49,4,1
6509,CA,USD,23,Weekday,Amex,Debit,1,1,19,5,1
1613,US,GBP,18,Weekday,Amex,Debit,1,0,21,10,0
3306,CA,USD,15,Weekday,MasterCard,Debit,0,0,29,1,0
9459,US,AUD,0,Weekend,MasterCard,Credit,1,1,47,5,1
1986,UK,AUD,16,Weekday,Discover,Credit,0,0,62,0,0
1561,UK,USD,19,Weekend,Discover,Credit,1,0,30,10,0
2833,US,AUD,9,Weekday,MasterCard,Debit,1,0,57,8,0
6189,Other,CAD,23,Weekend,Discover,Credit,0,1,40,2,1
8247,AU,USD,0,Weekend,Amex,Debit,1,1,24,2,1
6598,Other,GBP,0,Weekday,MasterCard,Credit,1,1,34,8,1
6875,CA,USD,23,Weekday,Visa,Credit,1,1,41,10,1
2718,US,AUD,19,Weekday,Discover,Debit,1,0,25,7,0
1682,UK,AUD,15,Weekend,MasterCard,Debit,1,0,60,0,0
9433,US,AUD,1,Weekend,Visa,Debit,1,1,52,12,1
1490,UK,CAD,10,Weekend,MasterCard,Debit,1,0,22,8,0
5228,AU,CAD,23,Weekend,Visa,Credit,1,1,61,10,1
2325,UK,GBP,19,Weekend,Discover,Debit,1,0,30,3,0
783,Other,GBP,17,Weekend,MasterCard,Debit,1,0,62,2,0
5559,AU,USD,23,Weekend,Amex,Credit,1,1,46,1,1
4054,AU,CAD,10,Weekday,Discover,Debit,0,0,40,11,0
8642,AU,GBP,1,Weekday,Amex,Credit,0,1,32,9,1
9095,Other,CAD,1,Weekday,Discover,Debit,1,1,27,12,1
4762,CA,CAD,11,Weekday,Amex,Credit,1,0,28,3,0
4663,CA,CAD,16,Weekend,MasterCard,Debit,1,0,34,8,0
2553,UK,USD,9,Weekday,Visa,Credit,0,0,29,5,0
9165,CA,GBP,1,Weekend,MasterCard,Debit,1,1,54,0,1
7144,Other,USD,0,Weekday,Discover,Debit,1,1,60,10,1
3761,CA,CAD,10,Weekday,MasterCard,Debit,1,0,48,7,0
2966,AU,CAD,9,Weekday,Amex,Credit,1,0,35,2,0
812,US,AUD,10,Weekday,MasterCard,Debit,1,0,38,4,0
6003,AU,GBP,23,Weekday,MasterCard,Credit,1,1,65,8,1
4200,UK,CAD,10,Weekend,MasterCard,Credit,1,0,19,10,0
9255,Other,AUD,1,Weekday,Discover,Credit,1,1,42,3,1
4886,CA,CAD,14,Weekday,Discover,Credit,1,0,44,11,0
7955,Other,USD,1,Weekday,MasterCard,Credit,1,1,36,9,1
6246,US,USD,23,Weekend,Discover,Credit,1,1,43,11,1
6849,AU,AUD,1,Weekday,Amex,Debit,1,1,53,10,1
3781,UK,USD,15,Weekend,Amex,Credit,0,0,58,10,0
5043,UK,USD,1,Weekday,Amex,Credit,1,1,34,3,1
551,UK,CAD,14,Weekend,Visa,Credit,0,0,19,8,0
9071,AU,CAD,1,Weekday,Discover,Debit,1,1,18,8,1
4637,UK,USD,19,Weekday,Visa,Debit,1,0,38,10,0
3787,Other,GBP,8,Weekend,Visa,Debit,0,0,69,11,0
1164,AU,USD,8,Weekend,Visa,Debit,0,0,41,6,0
7390,Other,GBP,0,Weekend,Amex,Credit,1,1,36,4,1
9800,AU,CAD,1,Weekend,Visa,Credit,1,1,61,10,1
8934,CA,GBP,0,Weekend,Discover,Credit,1,1,53,8,1
1763,CA,AUD,19,Weekday,MasterCard,Debit,1,0,51,1,0
8083,Other,GBP,1,Weekend,Discover,Debit,0,1,45,10,1
5603,CA,CAD,1,Weekday,Visa,Credit,1,1,44,11,1
9258,Other,GBP,23,Weekday,Amex,Credit,0,1,32,10,1
5331,AU,CAD,1,Weekend,Discover,Credit,1,1,37,4,1
3838,UK,AUD,9,Weekday,Discover,Credit,1,0,55,7,0
690,Other,GBP,15,Weekday,Discover,Credit,1,0,46,0,0
1524,US,GBP,15,Weekend,MasterCard,Credit,0,0,61,0,0
5952,US,CAD,1,Weekday,Discover,Debit,1,1,41,6,1
5910,Other,AUD,23,Weekday,MasterCard,Credit,1,1,60,1,1
5713,Other,GBP,23,Weekend,Visa,Debit,1,1,19,1,1
254,US,CAD,13,Weekend,MasterCard,Debit,0,0,69,1,0
1366,Other,CAD,19,Weekend,Discover,Debit,1,0,34,11,0
6681,Other,AUD,0,Weekday,Discover,Debit,1,1,32,12,1
7423,AU,CAD,23,Weekend,Discover,Debit,1,1,55,1,1
6297,CA,USD,0,Weekend,Visa,Credit,1,1,70,4,1
6111,US,CAD,23,Weekend,Amex,Credit,1,1,36,6,1
4980,AU,USD,14,Weekday,Discover,Credit,0,0,18,10,0
6329,CA,GBP,23,Weekday,Amex,Credit,1,1,30,2,1
9287,AU,USD,0,Weekend,Amex,Debit,1,1,24,2,1
521,Other,CAD,8,Weekday,Amex,Credit,0,0,29,10,0
2867,CA,GBP,15,Weekday,Discover,Credit,1,0,33,10,0
4707,CA,GBP,15,Weekend,Discover,Debit,0,0,59,4,0
7100,UK,GBP,0,Weekend,Discover,Credit,1,1,52,11,1
5211,Other,CAD,1,Weekend,Amex,Debit,1,1,18,4,1
865,US,CAD,8,Weekday,Visa,Debit,1,0,56,8,0
6004,Other,AUD,1,Weekday,Visa,Debit,0,1,49,8,1
6511,Other,GBP,1,Weekend,MasterCard,Credit,1,1,18,2,1
7180,US,USD,0,Weekend,MasterCard,Debit,1,1,69,9,1
4472,Other,GBP,17,Weekday,Amex,Debit,1,0,33,7,0
5389,US,USD,23,Weekend,Visa,Credit,1,1,65,5,1
8363,US,AUD,23,Weekend,Visa,Credit,1,1,68,1,1
7436,US,AUD,23,Weekend,Amex,Credit,1,1,54,1,1
7939,CA,GBP,1,Weekend,Amex,Credit,1,1,47,11,1
3733,CA,USD,10,Weekday,Discover,Debit,0,0,58,0,0
4504,US,AUD,15,Weekend,MasterCard,Debit,1,0,31,6,0
3674,US,GBP,9,Weekday,Amex,Debit,1,0,65,9,0
3710,UK,USD,10,Weekend,Visa,Credit,1,0,63,2,0
5387,Other,AUD,23,Weekend,Visa,Debit,1,1,24,0,1
1284,UK,GBP,18,Weekend,Visa,Debit,1,0,31,10,0
2050,US,USD,19,Weekday,Amex,Debit,0,0,29,12,0
8530,UK,USD,1,Weekend,Discover,Credit,1,1,29,2,1
1358,AU,AUD,14,Weekday,MasterCard,Credit,0,0,60,0,0
8492,CA,AUD,23,Weekend,MasterCard,Credit,1,1,23,6,1
9400,CA,GBP,23,Weekend,MasterCard,Debit,1,1,22,2,1
7321,UK,AUD,0,Weekday,Amex,Credit,1,1,57,9,1
6918,UK,CAD,23,Weekend,Amex,Credit,1,1,21,12,1
9997,AU,USD,0,Weekend,Amex,Debit,1,1,22,7,1
8156,CA,AUD,1,Weekend,Amex,Credit,1,1,41,6,1
2209,CA,AUD,12,Weekend,MasterCard,Credit,0,0,31,1,0
3095,UK,CAD,9,Weekday,Discover,Debit,1,0,22,7,0
9443,Other,GBP,23,Weekday,Visa,Credit,0,1,20,5,1
6095,Other,GBP,0,Weekend,Amex,Debit,1,1,41,12,1
2106,AU,AUD,9,Weekend,Discover,Debit,1,0,19,8,0
2873,UK,CAD,18,Weekend,MasterCard,Credit,0,0,67,0,0
9715,Other,GBP,23,Weekend,Amex,Credit,1,1,36,4,1
3691,AU,AUD,13,Weekday,MasterCard,Debit,0,0,63,1,0
7429,Other,GBP,0,Weekend,Visa,Credit,1,1,64,1,1
6939,CA,AUD,0,Weekend,Amex,Credit,1,1,35,6,1
2219,AU,AUD,9,Weekend,Discover,Debit,0,0,40,9,0
5849,UK,USD,23,Weekend,Visa,Credit,1,1,55,0,1
1591,Other,AUD,19,Weekend,Amex,Debit,0,0,39,1,0
6032,Other,GBP,0,Weekend,Amex,Debit,1,1,37,1,1
9653,Other,AUD,1,Weekend,Discover,Credit,0,1,35,8,1
3629,UK,GBP,18,Weekend,Visa,Credit,1,0,61,5,0
241,Other,CAD,10,Weekend,Discover,Credit,0,0,38,6,0
8506,CA,GBP,1,Weekend,MasterCard,Debit,1,1,54,0,1
1793,UK,USD,19,Weekday,MasterCard,Credit,1,0,28,9,0
2666,AU,GBP,17,Weekday,Amex,Debit,0,0,33,7,0
9038,AU,AUD,1,Weekday,Visa,Credit,1,1,47,2,1
9122,Other,GBP,0,Weekend,Amex,Debit,1,1,37,1,1
5988,Other,CAD,23,Weekday,Amex,Debit,0,1,50,4,1
9204,Other,AUD,1,Weekend,Visa,Credit,1,1,68,8,1
5600,CA,CAD,1,Weekend,Amex,Debit,1,1,25,10,1
4652,AU,AUD,12,Weekend,MasterCard,Debit,1,0,70,3,0
1390,AU,USD,16,Weekday,Amex,Debit,0,0,59,8,0
459,UK,GBP,15,Weekend,MasterCard,Debit,0,0,67,8,0
3571,UK,GBP,16,Weekend,Amex,Credit,1,0,38,4,0
4147,AU,AUD,10,Weekend,MasterCard,Credit,1,0,66,8,0
2291,Other,USD,14,Weekend,MasterCard,Debit,0,0,29,2,0
3900,UK,USD,12,Weekday,Visa,Debit,0,0,42,2,0
5372,CA,AUD,1,Weekday,Discover,Credit,1,1,30,10,1
7477,Other,GBP,0,Weekday,Visa,Credit,1,1,67,6,1
3415,CA,USD,9,Weekday,Discover,Credit,0,0,35,2,0
9582,AU,GBP,0,Weekday,Amex,Credit,1,1,45,10,1
6064,Other,GBP,1,Weekday,MasterCard,Credit,1,1,34,8,1
493,AU,CAD,8,Weekday,MasterCard,Credit,0,0,63,8,0
3067,CA,USD,9,Weekday,Amex,Credit,0,0,19,8,0
1926,US,USD,19,Weekend,MasterCard,Credit,1,0,37,4,0
3392,US,CAD,12,Weekday,Visa,Credit,1,0,66,6,0
6977,Other,USD,1,Weekend,Amex,Debit,1,1,33,3,1
3513,US,USD,13,Weekday,MasterCard,Debit,0,0,47,11,0
7123,UK,USD,0,Weekend,Discover,Credit,1,1,52,12,1
3007,AU,AUD,18,Weekday,MasterCard,Credit,1,0,55,4,0
4843,UK,USD,10,Weekend,MasterCard,Debit,1,0,61,8,0
282,AU,AUD,15,Weekday,Visa,Debit,0,0,68,10,0
6209,Other,CAD,23,Weekday,Amex,Credit,0,1,52,7,1
6757,Other,GBP,1,Weekend,Amex,Debit,1,1,60,0,1
6615,Other,GBP,23,Weekend,Visa,Credit,0,1,29,8,1
8600,CA,GBP,1,Weekend,Amex,Credit,1,1,33,3,1
1140,CA,CAD,10,Weekend,Visa,Credit,1,0,46,11,0
183,AU,GBP,12,Weekend,Discover,Debit,1,0,26,2,0
1751,UK,CAD,16,Weekday,Discover,Credit,1,0,36,9,0
8431,AU,AUD,0,Weekend,Amex,Debit,1,1,66,2,1
1070,UK,GBP,10,Weekday,Discover,Debit,1,0,33,7,0
1594,AU,GBP,19,Weekend,Amex,Debit,0,0,42,11,0
8426,Other,AUD,1,Weekday,MasterCard,Credit,0,1,52,2,1
5966,Other,USD,23,Weekday,Discover,Credit,1,1,45,11,1
4693,Other,CAD,19,Weekday,Amex,Debit,1,0,43,7,0
3516,US,USD,10,Weekend,Discover,Debit,0,0,41,7,0
9648,US,USD,0,Weekend,Visa,Credit,1,1,24,5,1
7286,US,USD,1,Weekend,Amex,Debit,1,1,56,11,1
1889,AU,USD,17,Weekday,MasterCard,Debit,1,0,40,2,0
7844,Other,AUD,0,Weekday,Amex,Credit,1,1,70,5,1
5835,AU,CAD,0,Weekend,Amex,Credit,1,1,59,10,1
411,Other,GBP,14,Weekend,Amex,Debit,0,0,68,9,0
8040,CA,CAD,1,Weekend,Amex,Debit,1,1,25,10,1
1855,AU,AUD,16,Weekday,MasterCard,Debit,1,0,25,4,0
2107,UK,AUD,10,Weekday,MasterCard,Debit,1,0,33,9,0
2202,AU,GBP,12,Weekend,MasterCard,Debit,1,0,26,7,0
7904,UK,CAD,1,Weekday,Amex,Credit,1,1,36,6,1
5423,Other,USD,1,Weekend,Visa,Credit,1,1,37,2,1
4531,UK,AUD,10,Weekday,MasterCard,Credit,1,0,47,1,0
3058,AU,CAD,10,Weekend,Visa,Debit,1,0,23,2,0
7990,AU,AUD,0,Weekday,MasterCard,Credit,1,1,49,8,1
3953,Other,CAD,12,Weekend,MasterCard,Debit,1,0,41,5,0
8061,AU,CAD,1,Weekday,Amex,Credit,1,1,58,5,1
5712,CA,GBP,23,Weekend,Amex,Credit,0,1,26,0,1
6279,US,USD,23,Weekend,MasterCard,Credit,1,1,32,7,1
1232,AU,GBP,8,Weekday,Discover,Credit,1,0,57,7,0
5118,CA,AUD,1,Weekday,Amex,Credit,1,1,35,10,1
2650,AU,GBP,18,Weekday,Visa,Debit,1,0,51,5,0
9434,UK,CAD,1,Weekday,Amex,Credit,1,1,66,6,1
2435,UK,CAD,19,Weekday,MasterCard,Debit,0,0,56,6,0
8465,Other,CAD,0,Weekend,Visa,Credit,1,1,68,11,1
8381,Other,GBP,1,Weekday,MasterCard,Credit,1,1,43,0,1
8541,Other,GBP,0,Weekend,MasterCard,Debit,1,1,40,5,1
682,CA,CAD,19,Weekday,Amex,Debit,1,0,28,1,0
1459,AU,USD,15,Weekday,Discover,Credit,1,0,29,12,0
4754,Other,CAD,11,Weekday,Amex,Debit,0,0,68,7,0
5018,US,CAD,1,Weekday,Amex,Credit,1,1,25,12,1
9134,US,USD,1,Weekday,Amex,Credit,1,1,45,1,1
8067,UK,CAD,23,Weekend,Amex,Credit,1,1,26,10,1
9450,Other,USD,0,Weekend,Amex,Credit,1,1,65,5,1
7337,UK,USD,0,Weekday,Amex,Credit,1,1,18,12,1
9048,Other,CAD,1,Weekend,Amex,Credit,1,1,44,5,1
9372,AU,GBP,0,Weekday,Amex,Debit,1,1,69,3,1
4823,CA,GBP,8,Weekday,MasterCard,Credit,0,0,28,4,0
4574,AU,GBP,9,Weekend,Amex,Credit,1,0,25,0,0
4471,AU,AUD,10,Weekday,MasterCard,Credit,0,0,19,7,0
311,AU,GBP,11,Weekend,Visa,Debit,0,0,30,2,0
7140,Other,GBP,0,Weekday,Amex,Credit,0,1,60,4,1
4708,US,AUD,16,Weekend,Amex,Debit,1,0,58,2,0
2718,AU,AUD,17,Weekday,Discover,Debit,0,0,51,2,0
3965,CA,GBP,14,Weekday,Visa,Debit,0,0,45,12,0
7561,US,CAD,0,Weekend,Amex,Debit,1,1,23,9,1
9908,Other,CAD,0,Weekend,Discover,Credit,0,1,49,10,1
2441,CA,AUD,17,Weekday,MasterCard,Debit,1,0,66,3,0
5127,Other,USD,23,Weekday,Visa,Debit,1,1,19,4,1
3182,US,USD,13,Weekday,Amex,Credit,0,0,35,8,0
391,CA,AUD,19,Weekend,Visa,Debit,0,0,56,1,0
5764,Other,GBP,0,Weekend,Amex,Credit,1,1,70,7,1
4699,US,CAD,13,Weekend,Amex,Debit,1,0,34,11,0
9277,Other,AUD,23,Weekend,MasterCard,Debit,1,1,22,3,1
5707,Other,USD,0,Weekend,Amex,Debit,1,1,32,7,1
7516,US,AUD,0,Weekday,Amex,Credit,1,1,22,8,1
883,US,GBP,10,Weekday,MasterCard,Credit,1,0,28,6,0
562,AU,AUD,13,Weekday,Discover,Debit,1,0,51,1,0
4509,UK,GBP,9,Weekend,Discover,Credit,0,0,68,0,0
4485,CA,GBP,15,Weekday,Visa,Debit,1,0,33,2,0
2770,Other,GBP,19,Weekday,Discover,Credit,1,0,35,5,0
4339,AU,AUD,19,Weekend,Discover,Credit,1,0,57,11,0
892,US,GBP,11,Weekday,Amex,Debit,1,0,49,8,0
4679,CA,GBP,12,Weekend,Visa,Debit,0,0,53,2,0
9187,AU,CAD,23,Weekend,Visa,Credit,1,1,28,12,1
3833,CA,CAD,11,Weekday,Amex,Credit,0,0,64,0,0
8441,US,CAD,1,Weekday,Discover,Credit,1,1,25,8,1
8030,US,AUD,1,Weekend,Amex,Credit,1,1,22,1,1
845,CA,CAD,19,Weekday,Visa,Debit,1,0,39,5,0
810,AU,USD,14,Weekend,MasterCard,Debit,1,0,42,4,0
8511,Other,AUD,23,Weekday,Amex,Credit,1,1,62,6,1
8719,US,CAD,23,Weekend,Amex,Credit,1,1,46,6,1
8020,CA,AUD,23,Weekend,Amex,Credit,0,1,65,7,1
2600,CA,USD,11,Weekend,Discover,Debit,1,0,53,8,0
6892,Other,CAD,1,Weekend,Amex,Credit,1,1,27,4,1
3026,UK,CAD,10,Weekend,Discover,Debit,0,0,56,7,0
1291,US,CAD,18,Weekday,MasterCard,Credit,1,0,36,4,0
744,AU,GBP,17,Weekday,MasterCard,Debit,1,0,28,3,0
7359,AU,GBP,1,Weekend,Visa,Credit,1,1,18,12,1
7507,UK,CAD,23,Weekend,Visa,Credit,1,1,26,12,1
9068,UK,AUD,23,Weekend,Discover,Debit,1,1,67,11,1
5490,UK,GBP,1,Weekend,Visa,Credit,1,1,37,4,1
6958,US,GBP,23,Weekday,Amex,Credit,1,1,37,12,1
3691,Other,CAD,16,Weekend,Visa,Debit,0,0,37,0,0
2275,UK,AUD,17,Weekend,Discover,Credit,0,0,31,11,0
9769,AU,USD,1,Weekday,MasterCard,Credit,1,1,37,10,1
6632,AU,AUD,23,Weekday,Visa,Credit,1,1,66,5,1
4755,UK,USD,15,Weekday,Amex,Debit,0,0,24,1,0
6286,UK,CAD,23,Weekday,Amex,Credit,1,1,36,6,1
9064,UK,GBP,23,Weekend,Amex,Debit,1,1,64,7,1
1380,AU,CAD,10,Weekday,Discover,Debit,1,0,66,5,0
4054,CA,GBP,12,Weekday,Amex,Debit,0,0,36,7,0
5029,Other,GBP,23,Weekday,Visa,Credit,1,1,67,6,1
2486,US,CAD,8,Weekend,Discover,Debit,1,0,47,10,0
1282,AU,GBP,14,Weekday,MasterCard,Credit,0,0,42,0,0
5920,CA,USD,23,Weekday,Amex,Debit,1,1,19,5,1
7082,Other,CAD,23,Weekday,Amex,Credit,1,1,58,6,1
2586,UK,GBP,9,Weekend,Visa,Credit,1,0,32,4,0
7219,CA,CAD,1,Weekend,MasterCard,Credit,1,1,53,5,1
9232,US,CAD,1,Weekend,Amex,Credit,0,1,22,9,1
7731,UK,CAD,1,Weekend,Amex,Credit,1,1,32,12,1
9900,UK,GBP,23,Weekend,Amex,Credit,1,1,67,5,1
4318,CA,USD,9,Weekday,MasterCard,Credit,1,0,45,10,0
6450,AU,CAD,0,Weekday,Amex,Debit,1,1,61,5,1
3406,US,GBP,8,Weekday,MasterCard,Credit,0,0,31,7,0
9666,AU,AUD,0,Weekend,Amex,Credit,0,1,63,6,1
6260,UK,GBP,23,Weekend,Amex,Debit,1,1,64,7,1
3182,AU,GBP,19,Weekend,Visa,Credit,0,0,20,2,0
